geneId,Gene,DSI,DPI,diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,score,EI,YearInitial,YearFinal,NofPmids,NofSnps,source
595,CCND1,0.344,0.923,C0334590,Anaplastic Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2018,2018,1,0,BEFREE
595,CCND1,0.344,0.923,C0751396,Well Differentiated Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2018,2018,1,0,BEFREE
595,CCND1,0.344,0.923,C4086158,Childhood Ganglioneuroblastoma,disease,C04,Neoplastic Process,0.02,1,2015,2017,2,0,BEFREE
596,BCL2,0.291,0.885,C0017075,Ganglioneuroma,disease,C04,Neoplastic Process,0.01,1,1995,1995,1,0,BEFREE
596,BCL2,0.291,0.885,C0028945,oligodendroglioma,disease,C04,Neoplastic Process,0.03,1,1999,2011,3,0,BEFREE
596,BCL2,0.291,0.885,C0030421,Paraganglioma,disease,C04,Neoplastic Process,0.01,1,2001,2001,1,0,BEFREE
596,BCL2,0.291,0.885,C0206718,Ganglioneuroblastoma,disease,C04,Neoplastic Process,0.02,1,1994,2013,2,0,BEFREE
596,BCL2,0.291,0.885,C0279070,Adult Oligodendroglioma,disease,C04,Neoplastic Process,0.03,1,1999,2011,3,0,BEFREE
596,BCL2,0.291,0.885,C0280475,Childhood Oligodendroglioma,disease,C04,Neoplastic Process,0.03,1,1999,2011,3,0,BEFREE
596,BCL2,0.291,0.885,C0280790,Adult Anaplastic Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2011,2011,1,0,BEFREE
596,BCL2,0.291,0.885,C0334590,Anaplastic Oligodendroglioma,disease,C04,Neoplastic Process,0.02,1,1999,2011,2,0,BEFREE
596,BCL2,0.291,0.885,C0751396,Well Differentiated Oligodendroglioma,disease,C04,Neoplastic Process,0.03,1,1999,2011,3,0,BEFREE
596,BCL2,0.291,0.885,C1332943,Childhood Anaplastic Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2011,2011,1,0,BEFREE
596,BCL2,0.291,0.885,C3665419,intracranial glioma,disease,C04;C10,Neoplastic Process,0.2,1,2017,2018,2,0,RGD
596,BCL2,0.291,0.885,C4086158,Childhood Ganglioneuroblastoma,disease,C04,Neoplastic Process,0.02,1,1994,2013,2,0,BEFREE
598,BCL2L1,0.493,0.885,C0028945,oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2006,2006,1,0,LHGDN
604,BCL6,0.444,0.808,C1997217,Low grade glioma,disease,C04,Neoplastic Process,0.01,1,2014,2014,1,0,BEFREE
604,BCL6,0.444,0.808,C4722099,High grade glioma,disease,C04,Neoplastic Process,0.01,1,2017,2017,1,0,BEFREE
627,BDNF,0.345,0.923,C0017075,Ganglioneuroma,disease,C04,Neoplastic Process,0.1,NA,NA,NA,0,0,HPO
627,BDNF,0.345,0.923,C0206718,Ganglioneuroblastoma,disease,C04,Neoplastic Process,0.1,NA,NA,NA,0,0,HPO
627,BDNF,0.345,0.923,C4722099,High grade glioma,disease,C04,Neoplastic Process,0.01,1,2013,2013,1,0,BEFREE
648,BMI1,0.448,0.808,C0085758,"Aganglionosis, Colonic",disease,C16;C06,Congenital Abnormality,0.3,1,2018,2018,1,0,CTD_human
648,BMI1,0.448,0.808,C0259783,mixed gliomas,disease,C04,Neoplastic Process,0.3,1,2013,2013,1,0,CTD_human
648,BMI1,0.448,0.808,C1257840,"Aganglionosis, Rectosigmoid Colon",disease,C16;C06,Congenital Abnormality,0.3,1,2018,2018,1,0,CTD_human
648,BMI1,0.448,0.808,C3661523,Congenital Intestinal Aganglionosis,disease,C16;C06,Disease or Syndrome,0.3,1,2018,2018,1,0,CTD_human
648,BMI1,0.448,0.808,C3665419,intracranial glioma,disease,C04;C10,Neoplastic Process,0.01,1,2015,2015,1,0,BEFREE
652,BMP4,0.422,0.808,C3665419,intracranial glioma,disease,C04;C10,Neoplastic Process,0.01,1,2010,2010,1,0,BEFREE
673,BRAF,0.319,0.846,C0028945,oligodendroglioma,disease,C04,Neoplastic Process,0.06,1,2012,2019,6,2,BEFREE
673,BRAF,0.319,0.846,C0030421,Paraganglioma,disease,C04,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
673,BRAF,0.319,0.846,C0206716,Ganglioglioma,disease,C04,Neoplastic Process,0.2,0.974,2011,2020,38,3,BEFREE;CLINVAR
673,BRAF,0.319,0.846,C0206726,gliosarcoma,disease,C04,Neoplastic Process,0.03,1,2005,2020,3,2,BEFREE;LHGDN
673,BRAF,0.319,0.846,C0259783,mixed gliomas,disease,C04,Neoplastic Process,0.3,1,2013,2013,1,0,CTD_human
673,BRAF,0.319,0.846,C0279070,Adult Oligodendroglioma,disease,C04,Neoplastic Process,0.05,1,2012,2019,5,2,BEFREE
673,BRAF,0.319,0.846,C0280475,Childhood Oligodendroglioma,disease,C04,Neoplastic Process,0.05,1,2012,2019,5,2,BEFREE
673,BRAF,0.319,0.846,C0431112,Anaplastic ganglioglioma,disease,C04,Neoplastic Process,0.01,1,2018,2018,1,2,BEFREE
673,BRAF,0.319,0.846,C0751396,Well Differentiated Oligodendroglioma,disease,C04,Neoplastic Process,0.06,1,2012,2019,6,2,BEFREE
673,BRAF,0.319,0.846,C1321878,Desmoplastic infantile ganglioglioma,disease,,Neoplastic Process,0.01,1,2013,2013,1,0,BEFREE
673,BRAF,0.319,0.846,C1332969,Childhood Ganglioglioma,disease,C04,Neoplastic Process,0.2,1,2011,2020,21,3,BEFREE;CLINVAR
673,BRAF,0.319,0.846,C1997217,Low grade glioma,disease,C04,Neoplastic Process,0.05,1,2017,2020,5,2,BEFREE
673,BRAF,0.319,0.846,C2347979,Rosette-forming glioneuronal tumor of the fourth ventricle,disease,C04;C10,Neoplastic Process,0.01,1,2011,2011,1,0,BEFREE
673,BRAF,0.319,0.846,C4289580,Epithelioid glioblastoma,disease,,Neoplastic Process,0.1,0.933,2014,2019,15,2,BEFREE
673,BRAF,0.319,0.846,C4722099,High grade glioma,disease,C04,Neoplastic Process,0.03,1,2015,2019,3,2,BEFREE
675,BRCA2,0.379,0.846,C0259783,mixed gliomas,disease,C04,Neoplastic Process,0.3,NA,NA,NA,0,0,CTD_human
706,TSPO,0.444,0.885,C0206726,gliosarcoma,disease,C04,Neoplastic Process,0.01,1,2017,2017,1,0,BEFREE
706,TSPO,0.444,0.885,C4722099,High grade glioma,disease,C04,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
767,CA8,0.595,0.654,C0028945,oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2018,2018,1,0,BEFREE
767,CA8,0.595,0.654,C0751396,Well Differentiated Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2018,2018,1,0,BEFREE
768,CA9,0.483,0.731,C0028945,oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2016,2016,1,0,BEFREE
768,CA9,0.483,0.731,C0279070,Adult Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2016,2016,1,0,BEFREE
768,CA9,0.483,0.731,C0280475,Childhood Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2016,2016,1,0,BEFREE
768,CA9,0.483,0.731,C0751396,Well Differentiated Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2016,2016,1,0,BEFREE
778,CACNA1F,0.595,0.5,C0028945,oligodendroglioma,disease,C04,Neoplastic Process,0.02,0.5,2008,2014,2,0,BEFREE
778,CACNA1F,0.595,0.5,C0280793,Mixed Oligodendroglioma-Astrocytoma,disease,C04,Neoplastic Process,0.01,1,2014,2014,1,0,BEFREE
778,CACNA1F,0.595,0.5,C0751396,Well Differentiated Oligodendroglioma,disease,C04,Neoplastic Process,0.02,0.5,2008,2014,2,0,BEFREE
794,CALB2,0.545,0.692,C0085758,"Aganglionosis, Colonic",disease,C16;C06,Congenital Abnormality,0.01,1,2020,2020,1,0,BEFREE
796,CALCA,0.416,0.923,C0030421,Paraganglioma,disease,C04,Neoplastic Process,0.02,0.5,2012,2015,2,0,BEFREE
796,CALCA,0.416,0.923,C0334595,Ganglioneuromatosis,disease,C04,Neoplastic Process,0.01,1,2001,2001,1,0,BEFREE
796,CALCA,0.416,0.923,C4722099,High grade glioma,disease,C04,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
799,CALCR,0.464,0.846,C4722099,High grade glioma,disease,C04,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
801,CALM1,0.472,0.808,C0030421,Paraganglioma,disease,C04,Neoplastic Process,0.01,0,2019,2019,1,0,BEFREE
801,CALM1,0.472,0.808,C1708957,Mediastinal Paraganglioma,disease,,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
805,CALM2,0.472,0.808,C0030421,Paraganglioma,disease,C04,Neoplastic Process,0.01,0,2019,2019,1,0,BEFREE
805,CALM2,0.472,0.808,C1708957,Mediastinal Paraganglioma,disease,,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
808,CALM3,0.485,0.846,C0030421,Paraganglioma,disease,C04,Neoplastic Process,0.01,0,2019,2019,1,0,BEFREE
808,CALM3,0.485,0.846,C1708957,Mediastinal Paraganglioma,disease,,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
810,CALML3,0.621,0.5,C3665419,intracranial glioma,disease,C04;C10,Neoplastic Process,0.01,1,2018,2018,1,0,BEFREE
822,CAPG,0.548,0.731,C3665419,intracranial glioma,disease,C04;C10,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
836,CASP3,0.351,0.923,C0280790,Adult Anaplastic Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2011,2011,1,0,BEFREE
836,CASP3,0.351,0.923,C0334590,Anaplastic Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2011,2011,1,0,BEFREE
836,CASP3,0.351,0.923,C1332943,Childhood Anaplastic Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2011,2011,1,0,BEFREE
836,CASP3,0.351,0.923,C1997217,Low grade glioma,disease,C04,Neoplastic Process,0.01,1,2014,2014,1,0,BEFREE
836,CASP3,0.351,0.923,C3665419,intracranial glioma,disease,C04;C10,Neoplastic Process,0.2,1,2018,2018,1,0,RGD
846,CASR,0.41,0.846,C0017075,Ganglioneuroma,disease,C04,Neoplastic Process,0.01,1,2017,2017,1,0,BEFREE
847,CAT,0.359,0.962,C0259783,mixed gliomas,disease,C04,Neoplastic Process,0.3,1,2011,2011,1,0,CTD_human
857,CAV1,0.388,0.885,C0028945,oligodendroglioma,disease,C04,Neoplastic Process,0.04,1,2007,2019,4,0,BEFREE
857,CAV1,0.388,0.885,C0751396,Well Differentiated Oligodendroglioma,disease,C04,Neoplastic Process,0.04,1,2007,2019,4,0,BEFREE
857,CAV1,0.388,0.885,C3665419,intracranial glioma,disease,C04;C10,Neoplastic Process,0.02,1,2016,2019,2,0,BEFREE
885,CCK,0.453,0.846,C0206726,gliosarcoma,disease,C04,Neoplastic Process,0.02,1,2003,2003,2,0,BEFREE
887,CCKBR,0.573,0.615,C0206726,gliosarcoma,disease,C04,Neoplastic Process,0.01,1,2003,2003,1,0,BEFREE
889,KRIT1,0.5,0.808,C0030421,Paraganglioma,disease,C04,Neoplastic Process,0.01,0,2019,2019,1,0,BEFREE
889,KRIT1,0.5,0.808,C1708957,Mediastinal Paraganglioma,disease,,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
890,CCNA2,0.578,0.654,C0206716,Ganglioglioma,disease,C04,Neoplastic Process,0.01,1,2007,2007,1,0,LHGDN
891,CCNB1,0.512,0.731,C0206716,Ganglioglioma,disease,C04,Neoplastic Process,0.01,1,2007,2007,1,0,LHGDN
947,CD34,0.368,0.808,C0028945,oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2017,2017,1,0,BEFREE
947,CD34,0.368,0.808,C0206716,Ganglioglioma,disease,C04,Neoplastic Process,0.05,1,2002,2019,5,0,BEFREE
947,CD34,0.368,0.808,C0279070,Adult Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2017,2017,1,0,BEFREE
947,CD34,0.368,0.808,C0280475,Childhood Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2017,2017,1,0,BEFREE
947,CD34,0.368,0.808,C0751396,Well Differentiated Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2017,2017,1,0,BEFREE
947,CD34,0.368,0.808,C1332969,Childhood Ganglioglioma,disease,C04,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
947,CD34,0.368,0.808,C4722099,High grade glioma,disease,C04,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
948,CD36,0.446,0.846,C3665419,intracranial glioma,disease,C04;C10,Neoplastic Process,0.01,1,2009,2009,1,0,BEFREE
960,CD44,0.363,0.962,C0017075,Ganglioneuroma,disease,C04,Neoplastic Process,0.03,1,1994,1997,3,0,BEFREE
960,CD44,0.363,0.962,C0028945,oligodendroglioma,disease,C04,Neoplastic Process,0.02,1,2002,2003,2,0,LHGDN
960,CD44,0.363,0.962,C0030421,Paraganglioma,disease,C04,Neoplastic Process,0.01,1,2001,2001,1,0,BEFREE
960,CD44,0.363,0.962,C0206718,Ganglioneuroblastoma,disease,C04,Neoplastic Process,0.02,1,1997,1997,2,0,BEFREE
960,CD44,0.363,0.962,C1997217,Low grade glioma,disease,C04,Neoplastic Process,0.01,1,2019,2019,1,0,BEFREE
960,CD44,0.363,0.962,C4086158,Childhood Ganglioneuroblastoma,disease,C04,Neoplastic Process,0.02,1,1997,1997,2,0,BEFREE
965,CD58,0.584,0.769,C0206718,Ganglioneuroblastoma,disease,C04,Neoplastic Process,0.01,1,1991,1991,1,0,BEFREE
965,CD58,0.584,0.769,C4086158,Childhood Ganglioneuroblastoma,disease,C04,Neoplastic Process,0.01,1,1991,1991,1,0,BEFREE
967,CD63,0.542,0.731,C0028945,oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2010,2010,1,0,BEFREE
967,CD63,0.542,0.731,C0751396,Well Differentiated Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2010,2010,1,0,BEFREE
970,CD70,0.542,0.692,C0206726,gliosarcoma,disease,C04,Neoplastic Process,0.01,1,2017,2017,1,0,BEFREE
977,CD151,0.564,0.654,C3665419,intracranial glioma,disease,C04;C10,Neoplastic Process,0.01,1,2013,2013,1,0,BEFREE
983,CDK1,0.482,0.808,C0206716,Ganglioglioma,disease,C04,Neoplastic Process,0.01,1,2007,2007,1,0,BEFREE;LHGDN
999,CDH1,0.401,0.808,C0028945,oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2011,2011,1,0,BEFREE
999,CDH1,0.401,0.808,C0751396,Well Differentiated Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,2011,2011,1,0,BEFREE
999,CDH1,0.401,0.808,C3665419,intracranial glioma,disease,C04;C10,Neoplastic Process,0.01,0,2012,2012,1,0,BEFREE
1017,CDK2,0.456,0.692,C0028945,oligodendroglioma,disease,C04,Neoplastic Process,0.02,1,1999,1999,2,0,BEFREE
1017,CDK2,0.456,0.692,C0334590,Anaplastic Oligodendroglioma,disease,C04,Neoplastic Process,0.01,1,1999,1999,1,0,BEFREE
